riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs3129882-G	3E-8	-	0.395	1.31	-	[1.19-1.43]	HLA-DRA	"Parkinson's disease"	"Parkinson disease"	-	GCST002353	6:32441753	24511991	"Hill-Burns EM"
rs3129882-G	5E-10	(Sporadic)	0.395	1.38	-	[1.24-1.52]	HLA-DRA	"Parkinson's disease"	"Parkinson disease"	-	GCST002353	6:32441753	24511991	"Hill-Burns EM"
rs199498-T	2E-6	-	0.764	1.35	-	[1.25-1.45]	WNT3	"Parkinson's disease"	"Parkinson disease"	-	GCST002353	17:46788237	24511991	"Hill-Burns EM"
rs199498-T	8E-7	(Familial)	0.764	1.69	-	[1.57-1.81]	WNT3	"Parkinson's disease"	"Parkinson disease"	-	GCST002353	17:46788237	24511991	"Hill-Burns EM"
rs2338971-C	5E-10	-	0.773	1.32	-	[1.26-1.38]	LINC01709,LINC01307	"Parkinson's disease"	"Parkinson disease"	-	GCST002353	1:101414449	24511991	"Hill-Burns EM"
rs11158026-C	6E-11	-	0.665	1.11	-	[1.08-1.14]	GCH1	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	14:54882151	25064009	"Nalls MA"
rs1555399-T	7E-14	-	0.532	1.1148	-	[1.09-1.14]	TMEM229B	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	14:67517653	25064009	"Nalls MA"
rs2414739-A	1E-11	-	0.734	1.113	-	[1.08-1.14]	LINC02349,RORA	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	15:61701935	25064009	"Nalls MA"
rs14235-A	2E-12	-	0.381	1.103	-	[1.08-1.13]	BCKDK	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	16:31110472	25064009	"Nalls MA"
rs17649553-C	2E-48	-	0.774	1.3	-	[1.27-1.34]	MAPT	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	17:45917282	25064009	"Nalls MA"
rs12456492-G	8E-12	-	0.307	1.11	-	[1.08-1.14]	RIT2	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	18:43093415	25064009	"Nalls MA"
rs62120679-T	6E-7	-	0.314	1.097	-	[1.06-1.13]	TMPRSS9	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	19:2363321	25064009	"Nalls MA"
rs8118008-A	3E-11	-	0.657	1.111	-	[1.08-1.14]	LZTS3,DDRGK1	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	20:3187520	25064009	"Nalls MA"
rs591323-G	7E-8	-	0.725	1.09	-	[1.06-1.12]	MSR1,RN7SL474P	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	8:16839582	25064009	"Nalls MA"
rs35749011-A	1E-29	-	0.017	1.824	-	[1.72-1.93]	KRTCAP2,HMGN2P18	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	1:155162560	25064009	"Nalls MA"
rs823118-T	2E-16	-	0.559	1.122	-	[1.09-1.15]	NUCKS1,RAB29	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	1:205754444	25064009	"Nalls MA"
rs10797576-T	5E-10	-	0.14	1.131	-	[1.09-1.17]	SIPA1L2	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	1:232528865	25064009	"Nalls MA"
rs6430538-C	9E-20	-	0.57	1.1429	-	[1.11-1.17]	CCNT2-AS1	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	2:134782397	25064009	"Nalls MA"
rs1474055-T	1E-20	-	0.128	1.214	-	[1.17-1.26]	RN7SL813P,STK39	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	2:168253884	25064009	"Nalls MA"
rs12637471-G	2E-21	-	0.807	1.1876	-	[1.15-1.22]	MCCC1	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	3:183044649	25064009	"Nalls MA"
rs34311866-C	1E-43	-	0.191	1.27	-	[1.24-1.30]	TMEM175	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	4:958159	25064009	"Nalls MA"
rs11724635-A	9E-18	-	0.553	1.126	-	[1.1-1.15]	BST1	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	4:15735478	25064009	"Nalls MA"
rs6812193-C	3E-11	-	0.636	1.1	-	[1.07-1.13]	FAM47E,FAM47E-STBD1	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	4:76277833	25064009	"Nalls MA"
rs356182-G	4E-73	-	0.367	1.32	-	[1.29-1.35]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	4:89704960	25064009	"Nalls MA"
rs9275326-C	1E-12	-	0.906	1.21	-	[1.16-1.26]	MTCO3P1,HLA-DQB1	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	6:32698883	25064009	"Nalls MA"
rs199347-A	1E-12	-	0.59	1.11	-	[1.08-1.14]	GPNMB	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	7:23254127	25064009	"Nalls MA"
rs117896735-A	4E-13	-	0.014	1.624	-	[1.49-1.76]	INPP5F	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	10:119776815	25064009	"Nalls MA"
rs3793947-G	4E-7	-	0.557	1.0764	-	[1.05-1.11]	DLG2	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	11:83833429	25064009	"Nalls MA"
rs329648-T	1E-11	-	0.354	1.105	-	[1.08-1.13]	IGSF9B,SPATA19	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	11:133895472	25064009	"Nalls MA"
rs76904798-T	5E-14	-	0.143	1.155	-	[1.12-1.19]	LRRK2-DT,LRRK2	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	12:40220632	25064009	"Nalls MA"
rs11060180-A	6E-12	-	0.558	1.105	-	[1.08-1.13]	CCDC62	"Parkinson's disease"	"Parkinson disease"	-	GCST002544	12:122819039	25064009	"Nalls MA"
rs6599388-T	4E-12	-	0.31	1.16	-	[1.12-1.20]	TMEM175	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	4:945299	21292315	"Nalls MA"
rs11724635-A	1E-16	-	0.56	1.15	-	[1.11-1.19]	BST1	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	4:15735478	21292315	"Nalls MA"
rs1491942-G	6E-14	-	0.08	1.27	-	[1.21-1.33]	LRRK2	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	12:40227006	21292315	"Nalls MA"
rs34372695-T	4E-12	-	0.03	1.47	-	[1.35-1.59]	LAMTOR2,RAB25	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	1:156060246	21292315	"Nalls MA"
rs6710823-G	7E-9	-	0.46	1.1	-	[1.06-1.14]	CCNT2-AS1	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	2:134834811	21292315	"Nalls MA"
rs11711441-G	8E-12	-	0.86	1.19	-	[1.13-1.25]	MCCC1	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	3:183103487	21292315	"Nalls MA"
rs356219-G	2E-47	-	0.39	1.29	-	[1.25-1.33]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	4:89716450	21292315	"Nalls MA"
rs2102808-C	4E-10	-	0.12	1.18	-	[1.12-1.24]	STK39,RN7SL813P	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	2:168260515	21292315	"Nalls MA"
6:32588205-A	2E-14	-	0.76	1.28	-	[1.22-1.34]	-	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	-	21292315	"Nalls MA"
rs12817488-T	3E-13	-	0.41	1.14	-	[1.10-1.18]	CCDC62	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	12:122811747	21292315	"Nalls MA"
rs2942168-G	1E-28	-	0.78	1.27	-	[1.23-1.31]	"LINC02210,LINC02210-CRHR1"	"Parkinson's disease"	"Parkinson disease"	-	GCST000959	17:45637484	21292315	"Nalls MA"
rs356220-T	3E-8	-	0.35	1.37	-	[NR]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST000874	4:89720189	21084426	"Saad M"
rs4698412-A	2E-6	-	0.55	1.14	-	[1.08-1.20]	BST1	"Parkinson's disease"	"Parkinson disease"	-	GCST000874	4:15735725	21084426	"Saad M"
rs4964469-A	2E-7	-	0.37	1.16	-	[1.09-1.22]	POLR3B,RFX4	"Parkinson's disease"	"Parkinson disease"	-	GCST000874	12:106556209	21084426	"Saad M"
rs6812193-C	8E-10	-	0.64	1.19	-	[1.12-1.27]	FAM47E,FAM47E-STBD1	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	4:76277833	21738487	"Do CB"
rs356220-T	2E-19	-	0.375	1.29	-	[1.22-1.36]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	4:89720189	21738487	"Do CB"
rs12185268-A	3E-14	-	0.79	1.3	-	[1.22-1.39]	MAPT-AS1,SPPL2C	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	17:45846317	21738487	"Do CB"
rs10513789-T	3E-10	-	0.80	1.25	-	[1.16-1.33]	MCCC1	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	3:183042285	21738487	"Do CB"
rs6599389-A	4E-8	-	0.075	1.31	-	[1.19-1.44]	TMEM175	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	4:945325	21738487	"Do CB"
rs4130047-C	2E-7	-	0.31	1.16	-	[1.10-1.23]	RIT2	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	18:43098270	21738487	"Do CB"
rs11868035-G	6E-8	-	0.69	1.18	-	[1.11-1.25]	SREBF1	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	17:17811787	21738487	"Do CB"
rs34637584-A	2E-28	-	0.002	9.62	-	[6.43-14.37]	LRRK2	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	12:40340400	21738487	"Do CB"
i4000416-C	5E-21	-	0.005	4.05	-	[3.08-5.32]	-	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	-	21738487	"Do CB"
rs823156-A	1E-7	-	0.82	1.21	-	[1.12-1.30]	SLC41A1	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	1:205795512	21738487	"Do CB"
rs2823357-A	6E-7	-	0.38	1.15	-	[1.09-1.21]	RNU6-1326P,CYCSP42	"Parkinson's disease"	"Parkinson disease"	-	GCST001126	21:15542586	21738487	"Do CB"
rs2839398-?	5E-6	-	NR	1.23	-	[NR]	PRDM15	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	21:41866243	22451204	"Pankratz N"
rs356220-?	8E-35	-	NR	1.38	-	[NR]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	4:89720189	22451204	"Pankratz N"
rs9917256-?	3E-6	-	NR	1.19	-	[NR]	STK39,RN7SL813P	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	2:168286525	22451204	"Pankratz N"
rs4698412-?	3E-7	-	NR	1.14	-	[NR]	BST1	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	4:15735725	22451204	"Pankratz N"
rs2275336-?	9E-7	-	NR	1.36	-	[NR]	CNKSR3	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	6:154405854	22451204	"Pankratz N"
rs2395163-?	3E-11	-	NR	1.24	-	[NR]	TSBP1-AS1,HLA-DRA	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	6:32420032	22451204	"Pankratz N"
rs12726330-?	5E-8	-	NR	1.71	-	[NR]	SLC50A1	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	1:155135691	22451204	"Pankratz N"
rs6430538-?	2E-7	-	NR	1.15	-	[NR]	CCNT2-AS1	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	2:134782397	22451204	"Pankratz N"
rs11248060-?	3E-9	-	NR	1.26	-	[NR]	DGKQ	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	4:970571	22451204	"Pankratz N"
rs1296028-?	1E-6	-	NR	1.15	-	[NR]	FDFT1,CTSB	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	8:11841238	22451204	"Pankratz N"
rs1536076-?	5E-7	-	NR	1.16	-	[NR]	SH3GL2	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	9:17731923	22451204	"Pankratz N"
rs11026412-?	3E-6	-	NR	1.16	-	[NR]	ANO5	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	11:22092547	22451204	"Pankratz N"
rs10877840-?	1E-6	-	NR	1.15	-	[NR]	SLC2A13	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	12:39959194	22451204	"Pankratz N"
rs10519131-?	1E-6	-	NR	1.22	-	[NR]	RORA,LINC02349	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	15:61708933	22451204	"Pankratz N"
rs11865038-?	4E-7	-	NR	1.14	-	[NR]	ZNF646,PRSS53	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	16:31083850	22451204	"Pankratz N"
rs199515-?	3E-17	-	NR	1.32	-	[NR]	WNT3	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	17:46779275	22451204	"Pankratz N"
rs12456492-?	2E-10	-	NR	1.19	-	[NR]	RIT2	"Parkinson's disease"	"Parkinson disease"	-	GCST001430	18:43093415	22451204	"Pankratz N"
rs1223271-G	5E-6	-	0.87	1.18	-	[NR]	ISM1,TASP1	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	20:13316265	19915575	"Simón-Sánchez J"
rs6812193-C	4E-7	-	0.66	1.12	-	[NR]	FAM47E,FAM47E-STBD1	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	4:76277833	19915575	"Simón-Sánchez J"
rs7077361-T	5E-6	-	0.89	1.19	-	[NR]	ITGA8	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	10:15519544	19915575	"Simón-Sánchez J"
rs2736990-C	2E-16	-	0.51	1.23	-	[NR]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	4:89757390	19915575	"Simón-Sánchez J"
rs199533-C	1E-14	-	0.83	1.28	-	[NR]	NSF	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	17:46751565	19915575	"Simón-Sánchez J"
rs393152-A	2E-16	-	0.82	1.3	-	[NR]	"LINC02210,LINC02210-CRHR1"	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	17:45641777	19915575	"Simón-Sánchez J"
rs823128-A	7E-8	-	0.97	1.52	-	[NR]	NUCKS1	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	1:205744250	19915575	"Simón-Sánchez J"
rs17115100-G	7E-8	-	0.91	1.25	-	[NR]	WBP1L,CYP17A1	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	10:102831636	19915575	"Simón-Sánchez J"
rs6532197-G	1E-7	-	0.09	1.32	-	[NR]	SNCA-AS1,MMRN1	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	4:89876150	19915575	"Simón-Sánchez J"
rs12431733-T	3E-6	-	0.48	1.13	-	[NR]	LINC02331	"Parkinson's disease"	"Parkinson disease"	-	GCST000528	14:53824112	19915575	"Simón-Sánchez J"
rs356220-T	3E-11	-	0.36	1.38	-	[1.25-1.52]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST000772	4:89720189	20711177	"Hamza TH"
rs11248051-T	3E-9	-	0.09	1.46	-	[1.29-1.65]	GAK	"Parkinson's disease"	"Parkinson disease"	-	GCST000772	4:864544	20711177	"Hamza TH"
rs199533-C	1E-6	-	0.78	1.35	-	[1.19-1.52]	NSF	"Parkinson's disease"	"Parkinson disease"	-	GCST000772	17:46751565	20711177	"Hamza TH"
rs3129882-G	2E-10	-	0.40	1.26	-	[1.17-1.35]	HLA-DRA	"Parkinson's disease"	"Parkinson disease"	-	GCST000772	6:32441753	20711177	"Hamza TH"
rs1480597-?	2E-6	" "	NR	2.5	-	[1.67-3.33]	RPL9P21,TMEM72-AS1	"Parkinson's disease"	"Parkinson disease"	-	GCST000005	10:44665661	17052657	"Fung HC"
rs2242330-?	2E-6	" "	NR	2.0	-	[1.43-2.50]	STAP1	"Parkinson's disease"	"Parkinson disease"	-	GCST000005	4:67581531	17052657	"Fung HC"
rs10501570-?	7E-6	-	NR	5.0	-	[2.00-12.50]	DLG2	"Parkinson's disease"	"Parkinson disease"	-	GCST000005	11:84706803	17052657	"Fung HC"
rs7702187-?	8E-6	" "	NR	1.74	-	[1.36-2.24]	SEMA5A	"Parkinson's disease"	"Parkinson disease"	-	GCST000002	5:9332169	16252231	"Maraganore DM"
rs11931074-?	7E-17	-	NR	1.37	-	[1.27-1.48]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST000530	4:89718364	19915576	"Satake W"
rs4538475-?	3E-9	-	NR	1.24	-	[1.16-1.34]	BST1	"Parkinson's disease"	"Parkinson disease"	-	GCST000530	4:15736314	19915576	"Satake W"
rs1994090-?	3E-8	-	NR	1.39	-	[1.24-1.56]	SLC2A13	"Parkinson's disease"	"Parkinson disease"	-	GCST000530	12:40034759	19915576	"Satake W"
rs947211-?	2E-12	-	NR	1.3	-	[1.21-1.39]	SLC41A1,RAB29	"Parkinson's disease"	"Parkinson disease"	-	GCST000530	1:205783537	19915576	"Satake W"
rs1564282-T	7E-7	-	0.09	1.7	-	[NR]	GAK	"Parkinson's disease (familial)"	"Parkinson disease"	-	GCST000261	4:858525	18985386	"Pankratz N"
rs11012-T	6E-8	-	NR	1.43	-	[1.27-1.61]	PLEKHM1	"Parkinson's disease"	"Parkinson disease"	-	GCST000567	17:45436075	20070850	"Edwards TL"
rs12063142-?	5E-7	-	NR	-	-	-	PAX7,TAS1R2	"Parkinson's disease"	"Parkinson disease"	-	GCST000567	1:18813023	20070850	"Edwards TL"
rs4837628-A	1E-6	-	NR	1.27	-	[1.15-1.39]	BRINP1	"Parkinson's disease"	"Parkinson disease"	-	GCST000567	9:119297431	20070850	"Edwards TL"
rs11248060-?	2E-6	-	NR	-	-	-	DGKQ	"Parkinson's disease"	"Parkinson disease"	-	GCST000567	4:970571	20070850	"Edwards TL"
rs10464059-A	3E-6	-	NR	1.33	-	[1.19-1.52]	GFPT2,RNU6-525P	"Parkinson's disease"	"Parkinson disease"	-	GCST000567	5:180367208	20070850	"Edwards TL"
rs2736990-?	7E-8	-	NR	1.29	-	[1.18-1.43]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST000567	4:89757390	20070850	"Edwards TL"
rs10958605-?	2E-6	"(motor outcome)"	NR	1.81	-	[1.42-2.31]	SIRLNT,TCIM	"Parkinson's disease (motor and cognition)"	"Parkinson disease"	-	GCST001546	8:40196086	22658654	"Chung SJ"
rs959573-?	5E-6	"(cognitive outcome)"	NR	1.92	-	[1.49-2.50]	LMNB1,MARCHF3	"Parkinson's disease (motor and cognition)"	"Parkinson disease"	-	GCST001546	5:126846170	22658654	"Chung SJ"
rs6482992-?	4E-6	"(congnitive outcome)"	NR	2.03	-	[1.47-2.79]	CLRN3	"Parkinson's disease (motor and cognition)"	"Parkinson disease"	-	GCST001546	10:127880410	22658654	"Chung SJ"
rs17000647-?	5E-6	"(cognitive outcome)"	NR	5.58	-	[3.00-10.38]	ODAPH	"Parkinson's disease (motor and cognition)"	"Parkinson disease"	-	GCST001546	4:75556520	22658654	"Chung SJ"
rs3027247-?	9E-6	"(cognitive outcome)"	NR	1.89	-	[1.41-2.50]	CTC1	"Parkinson's disease (motor and cognition)"	"Parkinson disease"	-	GCST001546	17:8227549	22658654	"Chung SJ"
rs34778348-?	3E-21	(Asian)	0.04	2.23	-	[1.89-2.63]	LRRK2	"Parkinson's disease"	"Parkinson disease"	-	GCST001445	12:40363526	22438815	"Lill CM"
rs1491942-?	6E-15	(EA)	0.21	1.17	-	[1.13-1.22]	LRRK2	"Parkinson's disease"	"Parkinson disease"	-	GCST001445	12:40227006	22438815	"Lill CM"
rs11248060-?	3E-12	(EA)	0.12	1.21	-	[1.15-1.27]	DGKQ	"Parkinson's disease"	"Parkinson disease"	-	GCST001445	4:970571	22438815	"Lill CM"
H1H2-?	8E-52	(EA)	0.80	1.28	-	[1.25-1.33]	-	"Parkinson's disease"	"Parkinson disease"	-	GCST001445	-	22438815	"Lill CM"
rs356219-?	6E-65	(EA)	0.41	1.29	-	[1.25-1.33]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST001445	4:89716450	22438815	"Lill CM"
rs6532194-?	5E-11	(Asian)	0.40	1.29	-	[1.20-1.39]	MMRN1,SNCA-AS1	"Parkinson's disease"	"Parkinson disease"	-	GCST001445	4:89859751	22438815	"Lill CM"
rs8070723-?	7E-12	-	0.76	1.3	-	[1.19-1.43]	MAPT	"Parkinson's disease"	"Parkinson disease"	-	GCST000855	17:46003698	21044948	"Spencer CC"
rs7617877-A	3E-6	-	0.36	1.23	-	[1.13-1.33]	RBMS3	"Parkinson's disease"	"Parkinson disease"	-	GCST000855	3:28664273	21044948	"Spencer CC"
rs356220-A	9E-16	-	0.36	1.27	-	[1.17-1.37]	SNCA	"Parkinson's disease"	"Parkinson disease"	-	GCST000855	4:89720189	21044948	"Spencer CC"
rs943437-A	2E-7	-	NR	-	"0.1105 unit increase"	[0.069-0.152]	CCN6,LINC02527	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	6:111921050	32201043	"Smeland OB"
rs28624974-T	8E-12	-	NR	-	"0.1016 unit increase"	[0.072-0.131]	KLHL7	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	7:23149317	32201043	"Smeland OB"
rs181870458-A	2E-7	-	NR	-	"0.4355 unit increase"	[0.27-0.6]	RNA5SP144,LARP7P4	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	3:145333493	32201043	"Smeland OB"
rs11203810-T	2E-8	-	NR	-	"0.0895 unit decrease"	[0.058-0.121]	RN7SL474P,MSR1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	8:16854852	32201043	"Smeland OB"
rs1450522-A	6E-8	-	NR	-	"0.0797 unit decrease"	[0.051-0.109]	SPTSSB	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	3:161359842	32201043	"Smeland OB"
rs13294100-T	3E-10	-	NR	-	"0.0942 unit decrease"	[0.065-0.124]	SH3GL2	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	9:17579692	32201043	"Smeland OB"
rs34884217-A	1E-11	-	NR	-	"0.1915 unit increase"	[0.14-0.25]	TMEM175	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	4:950422	32201043	"Smeland OB"
rs12651314-T	2E-11	-	NR	-	"0.1179 unit decrease"	[0.083-0.152]	PFDN1P2,CD38	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	4:15751947	32201043	"Smeland OB"
rs12643261-T	4E-11	-	NR	-	"0.1585 unit decrease"	[0.11-0.21]	FAM47E,FAM47E-STBD1	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	4:76255695	32201043	"Smeland OB"
rs10516839-T	4E-17	-	NR	-	"0.1382 unit decrease"	[0.11-0.17]	SNCA,GPRIN3	"Parkinson's disease"	"Parkinson disease"	-	GCST010991	4:89587189	32201043	"Smeland OB"
