riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs4491070-?	3E-8	-	NR	-	-	-	TNFRSF8	"Atopic asthma"	"atopic asthma"	-	GCST009850	1:12069994	31669095	"Zhu Z"
rs11811856-?	7E-10	-	NR	-	-	-	TNFSF4	"Atopic asthma"	"atopic asthma"	-	GCST009850	1:173202534	31669095	"Zhu Z"
rs2422254-?	6E-9	-	NR	-	-	-	AIMP1P2,SLC25A38P1	"Atopic asthma"	"atopic asthma"	-	GCST009850	1:172810693	31669095	"Zhu Z"
rs1917534-?	3E-8	-	NR	-	-	-	CD247	"Atopic asthma"	"atopic asthma"	-	GCST009850	1:167428034	31669095	"Zhu Z"
rs4286272-?	4E-14	-	NR	-	-	-	RFTN2	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:197670954	31669095	"Zhu Z"
rs6755198-?	3E-8	-	NR	-	-	-	AP1S3	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:223799091	31669095	"Zhu Z"
rs34143604-?	9E-9	-	NR	-	-	-	THAP4	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:241622595	31669095	"Zhu Z"
rs58743367-?	2E-13	-	NR	-	-	-	BCLAF1P1,TSLP	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:111052064	31669095	"Zhu Z"
rs12055046-?	1E-11	-	NR	-	-	-	SLC25A46,BCLAF1P1	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:110933992	31669095	"Zhu Z"
rs41267086-?	6E-12	-	NR	-	-	-	EHMT2-AS1,EHMT2	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31879859	31669095	"Zhu Z"
rs2596544-?	7E-14	-	NR	-	-	-	HLA-B	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31361514	31669095	"Zhu Z"
rs34492353-?	1E-13	-	NR	-	-	-	NFKBIL1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31552881	31669095	"Zhu Z"
rs9268813-?	8E-15	-	NR	-	-	-	HLA-DRA,HLA-DRB9	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32456817	31669095	"Zhu Z"
rs13197384-?	2E-9	-	NR	-	-	-	AHI1-DT,AHI1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:135497759	31669095	"Zhu Z"
rs2245214-?	4E-11	-	NR	-	-	-	ATG5	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:106214866	31669095	"Zhu Z"
rs34744948-?	4E-11	-	NR	-	-	-	NCR3,UQCRHP1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31594990	31669095	"Zhu Z"
rs12212193-?	2E-20	-	NR	-	-	-	BACH2	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:90287050	31669095	"Zhu Z"
rs17843580-?	4E-31	-	NR	-	-	-	HLA-DQB1,HLA-DQA1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32647774	31669095	"Zhu Z"
rs34104805-?	1E-13	-	NR	-	-	-	HLA-DRB1,HLA-DQA1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32621440	31669095	"Zhu Z"
rs3132954-?	3E-11	-	NR	-	-	-	TSBP1-AS1,TSBP1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32343682	31669095	"Zhu Z"
rs73730377-?	2E-23	-	NR	-	-	-	HLA-DRB1,HLA-DQA1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32617103	31669095	"Zhu Z"
rs3997868-?	1E-13	-	NR	-	-	-	HLA-DRB1,HLA-DQA1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32610813	31669095	"Zhu Z"
rs74209703-?	5E-10	-	NR	-	-	-	TSBP1-AS1,TSBP1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32313239	31669095	"Zhu Z"
rs542418-?	3E-8	-	NR	-	-	-	SLC44A4	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31868665	31669095	"Zhu Z"
rs2517690-?	7E-9	-	NR	-	-	-	MICD,HLA-W	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:29961296	31669095	"Zhu Z"
rs12196740-?	3E-8	-	NR	-	-	-	LINC02571,HLA-B	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31353630	31669095	"Zhu Z"
rs41288885-?	9E-10	-	NR	-	-	-	MTCO3P1,HLA-DQB3	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32717421	31669095	"Zhu Z"
rs35449774-?	3E-11	-	NR	-	-	-	HLA-DPA1,HLA-DOA	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:33063835	31669095	"Zhu Z"
rs3130160-?	9E-11	-	NR	-	-	-	HCG24,COL11A2	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:33157195	31669095	"Zhu Z"
rs3116995-?	6E-9	-	NR	-	-	-	HLA-DPA3,HLA-DPB2	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:33130274	31669095	"Zhu Z"
rs11751024-?	5E-24	-	NR	-	-	-	HLA-DRB1,HLA-DQA1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32618459	31669095	"Zhu Z"
rs41263828-?	1E-10	-	NR	-	-	-	HLA-DQB1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32665218	31669095	"Zhu Z"
rs2647003-?	3E-13	-	NR	-	-	-	HLA-DQB1,MTCO3P1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32697103	31669095	"Zhu Z"
rs7770794-?	1E-8	-	NR	-	-	-	IPCEF1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:154306689	31669095	"Zhu Z"
rs151027268-?	2E-8	-	NR	-	-	-	TAP2,HLA-DOB	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32821623	31669095	"Zhu Z"
rs2229094-?	3E-9	-	NR	-	-	-	LTA	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31572779	31669095	"Zhu Z"
rs28559870-?	2E-8	-	NR	-	-	-	MICA	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31410197	31669095	"Zhu Z"
rs9266289-?	4E-8	-	NR	-	-	-	HLA-B	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31360979	31669095	"Zhu Z"
rs41273040-?	6E-9	-	NR	-	-	-	MICB	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31507279	31669095	"Zhu Z"
rs41285280-?	6E-15	-	NR	-	-	-	PTPRK	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:127970504	31669095	"Zhu Z"
rs3819720-?	3E-8	-	NR	-	-	-	TAP2	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32836793	31669095	"Zhu Z"
rs2904789-?	5E-11	-	NR	-	-	-	MICB-DT	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:31484655	31669095	"Zhu Z"
rs443863-?	6E-9	-	NR	-	-	-	NOTCH4,TSBP1-AS1	"Atopic asthma"	"atopic asthma"	-	GCST009850	6:32233814	31669095	"Zhu Z"
rs2390314-?	7E-9	-	NR	-	-	-	EEF1A1P27,ITGB8	"Atopic asthma"	"atopic asthma"	-	GCST009850	7:20416355	31669095	"Zhu Z"
rs78823938-?	5E-9	-	NR	-	-	-	JAZF1	"Atopic asthma"	"atopic asthma"	-	GCST009850	7:28101332	31669095	"Zhu Z"
rs1012177-?	4E-9	-	NR	-	-	-	STEAP1B,STEAP1B-AS1	"Atopic asthma"	"atopic asthma"	-	GCST009850	7:22571094	31669095	"Zhu Z"
rs35621564-?	7E-10	-	NR	-	-	-	ITGB8,EEF1A1P27	"Atopic asthma"	"atopic asthma"	-	GCST009850	7:20547220	31669095	"Zhu Z"
rs13263709-?	1E-16	-	NR	-	-	-	RNU6-1213P,RPL13AP18	"Atopic asthma"	"atopic asthma"	-	GCST009850	8:80374940	31669095	"Zhu Z"
rs117137535-?	3E-8	-	NR	-	-	-	ARRDC1	"Atopic asthma"	"atopic asthma"	-	GCST009850	9:137605991	31669095	"Zhu Z"
rs2159778-?	2E-10	-	NR	-	-	-	TRAF1	"Atopic asthma"	"atopic asthma"	-	GCST009850	9:120915851	31669095	"Zhu Z"
rs3003612-?	1E-8	-	NR	-	-	-	DNM1	"Atopic asthma"	"atopic asthma"	-	GCST009850	9:128226337	31669095	"Zhu Z"
rs66632892-?	4E-13	-	NR	-	-	-	ERMP1	"Atopic asthma"	"atopic asthma"	-	GCST009850	9:5866925	31669095	"Zhu Z"
rs41280733-?	1E-9	-	NR	-	-	-	ERMP1,RIC1	"Atopic asthma"	"atopic asthma"	-	GCST009850	9:5765648	31669095	"Zhu Z"
rs10975660-?	7E-9	-	NR	-	-	-	GLDC	"Atopic asthma"	"atopic asthma"	-	GCST009850	9:6583518	31669095	"Zhu Z"
rs76962799-?	1E-26	-	NR	-	-	-	RANBP6,GTF3AP1	"Atopic asthma"	"atopic asthma"	-	GCST009850	9:6187132	31669095	"Zhu Z"
rs2169287-?	2E-31	-	NR	-	-	-	SELENOTP1,TPD52L3	"Atopic asthma"	"atopic asthma"	-	GCST009850	9:6305904	31669095	"Zhu Z"
rs149045797-?	1E-12	-	NR	-	-	-	IL33	"Atopic asthma"	"atopic asthma"	-	GCST009850	9:6252690	31669095	"Zhu Z"
rs141343442-?	1E-8	-	NR	-	-	-	D2HGDH	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:241751355	31669095	"Zhu Z"
rs7370843-?	1E-8	-	NR	-	-	-	D2HGDH	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:241734689	31669095	"Zhu Z"
rs34290285-?	2E-41	-	NR	-	-	-	D2HGDH	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:241759225	31669095	"Zhu Z"
rs115572130-?	8E-11	-	NR	-	-	-	GAL3ST2	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:241800856	31669095	"Zhu Z"
rs3771175-?	8E-50	-	NR	-	-	-	IL18R1,IL1RL1	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:102343750	31669095	"Zhu Z"
rs10167431-?	8E-17	-	NR	-	-	-	IL1RL2	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:102236342	31669095	"Zhu Z"
rs13017455-?	6E-29	-	NR	-	-	-	IL18R1,IL1RL1	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:102348282	31669095	"Zhu Z"
rs13416449-?	7E-12	-	NR	-	-	-	IL1RL2	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:102226205	31669095	"Zhu Z"
rs10174949-?	2E-16	-	NR	-	-	-	LINC00299	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:8302118	31669095	"Zhu Z"
rs13022699-?	7E-10	-	NR	-	-	-	MAP4K4,PRCPP1	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:101671373	31669095	"Zhu Z"
rs67768228-?	3E-11	-	NR	-	-	-	SLC9A2	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:102636570	31669095	"Zhu Z"
rs17775170-?	1E-9	-	NR	-	-	-	SLC9A2	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:102635468	31669095	"Zhu Z"
rs2310313-?	1E-12	-	NR	-	-	-	SLC9A2,SLC9A4	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:102594085	31669095	"Zhu Z"
rs11688802-?	2E-9	-	NR	-	-	-	SLC9A4	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:102510080	31669095	"Zhu Z"
rs72825990-?	5E-10	-	NR	-	-	-	SLC9A4,SLC9A2	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:102562489	31669095	"Zhu Z"
rs61033544-?	4E-8	-	NR	-	-	-	SOCAR,MIR4435-2HG	"Atopic asthma"	"atopic asthma"	-	GCST009850	2:111520962	31669095	"Zhu Z"
rs79761396-?	1E-9	-	NR	-	-	-	CRTAP	"Atopic asthma"	"atopic asthma"	-	GCST009850	3:33123159	31669095	"Zhu Z"
rs10934569-?	1E-8	-	NR	-	-	-	ILDR1	"Atopic asthma"	"atopic asthma"	-	GCST009850	3:121999606	31669095	"Zhu Z"
rs9828592-?	2E-16	-	NR	-	-	-	GLB1	"Atopic asthma"	"atopic asthma"	-	GCST009850	3:33002847	31669095	"Zhu Z"
rs13099273-?	3E-14	-	NR	-	-	-	LPP	"Atopic asthma"	"atopic asthma"	-	GCST009850	3:188415730	31669095	"Zhu Z"
rs55661102-?	2E-11	-	NR	-	-	-	LPP	"Atopic asthma"	"atopic asthma"	-	GCST009850	3:188683350	31669095	"Zhu Z"
rs112669193-?	8E-9	-	NR	-	-	-	PIGX,NRROS	"Atopic asthma"	"atopic asthma"	-	GCST009850	3:196650180	31669095	"Zhu Z"
rs62296577-?	1E-11	-	NR	-	-	-	TBL1XR1	"Atopic asthma"	"atopic asthma"	-	GCST009850	3:177131952	31669095	"Zhu Z"
rs11716087-?	4E-8	-	NR	-	-	-	LINC01208,MTND5P15	"Atopic asthma"	"atopic asthma"	-	GCST009850	3:176978234	31669095	"Zhu Z"
rs509399-?	4E-9	-	NR	-	-	-	LINC01991	"Atopic asthma"	"atopic asthma"	-	GCST009850	3:187963924	31669095	"Zhu Z"
rs45613035-?	5E-16	-	NR	-	-	-	BLTP1	"Atopic asthma"	"atopic asthma"	-	GCST009850	4:122219915	31669095	"Zhu Z"
rs62324212-?	1E-14	-	NR	-	-	-	IL21-AS1	"Atopic asthma"	"atopic asthma"	-	GCST009850	4:122639784	31669095	"Zhu Z"
rs1479924-?	9E-13	-	NR	-	-	-	IL2,IL21	"Atopic asthma"	"atopic asthma"	-	GCST009850	4:122466445	31669095	"Zhu Z"
rs10021288-?	8E-19	-	NR	-	-	-	TRPC3,RN7SL335P	"Atopic asthma"	"atopic asthma"	-	GCST009850	4:122084379	31669095	"Zhu Z"
rs151275015-?	5E-8	-	NR	-	-	-	ADAD1	"Atopic asthma"	"atopic asthma"	-	GCST009850	4:122387310	31669095	"Zhu Z"
rs6847640-?	9E-15	-	NR	-	-	-	KLF3,RNA5SP158	"Atopic asthma"	"atopic asthma"	-	GCST009850	4:38745467	31669095	"Zhu Z"
rs13107091-?	3E-8	-	NR	-	-	-	TLR10,RNA5SP158	"Atopic asthma"	"atopic asthma"	-	GCST009850	4:38766666	31669095	"Zhu Z"
rs1023518-?	7E-14	-	NR	-	-	-	IRF1,IRF1-AS1	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:132458080	31669095	"Zhu Z"
rs1457115-?	5E-13	-	NR	-	-	-	CAMK4	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:111231900	31669095	"Zhu Z"
rs2289278-?	8E-12	-	NR	-	-	-	TSLP	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:111073450	31669095	"Zhu Z"
rs149205188-?	1E-9	-	NR	-	-	-	WDR36	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:111096578	31669095	"Zhu Z"
rs4594881-?	1E-13	-	NR	-	-	-	SPEF2,IL7R	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:35846713	31669095	"Zhu Z"
rs72799426-?	2E-8	-	NR	-	-	-	CCNI2	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:132748537	31669095	"Zhu Z"
rs16903574-?	2E-9	-	NR	-	-	-	OTULINL	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:14610200	31669095	"Zhu Z"
rs20541-?	1E-21	-	NR	-	-	-	TH2LCRR,IL13	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:132660272	31669095	"Zhu Z"
rs2243297-?	4E-10	-	NR	-	-	-	TH2LCRR	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:132663479	31669095	"Zhu Z"
rs10455052-?	1E-12	-	NR	-	-	-	KIF3A	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:132698896	31669095	"Zhu Z"
rs249677-?	8E-10	-	NR	-	-	-	NDFIP1,SPRY4	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:142159774	31669095	"Zhu Z"
rs17513503-?	3E-20	-	NR	-	-	-	SLC25A46,BCLAF1P1	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:110810746	31669095	"Zhu Z"
rs6886061-?	1E-13	-	NR	-	-	-	TMEM232	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:110660766	31669095	"Zhu Z"
rs73786772-?	4E-22	-	NR	-	-	-	RPS3AP21,WDR36	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:111136093	31669095	"Zhu Z"
rs2289276-?	2E-11	-	NR	-	-	-	TSLP	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:111071809	31669095	"Zhu Z"
rs10061842-?	5E-8	-	NR	-	-	-	TSLP,BCLAF1P1	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:111067157	31669095	"Zhu Z"
rs114442993-?	1E-9	-	NR	-	-	-	WDR36	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:111096199	31669095	"Zhu Z"
rs1837253-?	2E-35	-	NR	-	-	-	TSLP,BCLAF1P1	"Atopic asthma"	"atopic asthma"	-	GCST009850	5:111066174	31669095	"Zhu Z"
rs12935657-?	1E-25	-	NR	-	-	-	CLEC16A	"Atopic asthma"	"atopic asthma"	-	GCST009850	16:11125184	31669095	"Zhu Z"
rs12600062-?	4E-8	-	NR	-	-	-	PLA2G15	"Atopic asthma"	"atopic asthma"	-	GCST009850	16:68253641	31669095	"Zhu Z"
rs9940480-?	4E-12	-	NR	-	-	-	IL4R	"Atopic asthma"	"atopic asthma"	-	GCST009850	16:27338117	31669095	"Zhu Z"
rs1158136-?	7E-9	-	NR	-	-	-	IL21R	"Atopic asthma"	"atopic asthma"	-	GCST009850	16:27408716	31669095	"Zhu Z"
rs151770-?	3E-8	-	NR	-	-	-	HNRNPCP4,RMI2	"Atopic asthma"	"atopic asthma"	-	GCST009850	16:11246664	31669095	"Zhu Z"
rs16948048-?	3E-17	-	NR	-	-	-	ZNF652-AS1	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:49363104	31669095	"Zhu Z"
rs4793090-?	5E-8	-	NR	-	-	-	PTP4A2P1,NAGLU	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:42534324	31669095	"Zhu Z"
rs113366589-?	3E-9	-	NR	-	-	-	STAT3	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:42364598	31669095	"Zhu Z"
rs4795413-?	8E-11	-	NR	-	-	-	PSMD3	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:39994693	31669095	"Zhu Z"
rs150260796-?	3E-9	-	NR	-	-	-	CSF3,PSMD3	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:40012575	31669095	"Zhu Z"
rs75905358-?	1E-10	-	NR	-	-	-	MSL1	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:40128610	31669095	"Zhu Z"
rs9903269-?	1E-16	-	NR	-	-	-	NEUROD2,CDK12	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:39586130	31669095	"Zhu Z"
rs79411018-?	1E-10	-	NR	-	-	-	IKZF3	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:39850018	31669095	"Zhu Z"
rs145835664-?	4E-12	-	NR	-	-	-	MED1	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:39423130	31669095	"Zhu Z"
rs56380902-?	6E-39	-	NR	-	-	-	GSDMB	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:39910119	31669095	"Zhu Z"
rs3859192-?	1E-16	-	NR	-	-	-	GSDMA	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:39972395	31669095	"Zhu Z"
rs7224548-?	8E-10	-	NR	-	-	-	MAP3K14-AS1,SPATA32	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:45259769	31669095	"Zhu Z"
rs10305290-?	4E-9	-	NR	-	-	-	IGFBP4	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:40448294	31669095	"Zhu Z"
rs9889953-?	2E-12	-	NR	-	-	-	CCR7,SMARCE1	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:40598548	31669095	"Zhu Z"
rs112401631-?	6E-16	-	NR	-	-	-	SMARCE1,CCR7	"Atopic asthma"	"atopic asthma"	-	GCST009850	17:40608272	31669095	"Zhu Z"
rs12964116-?	5E-14	-	NR	-	-	-	SERPINB7	"Atopic asthma"	"atopic asthma"	-	GCST009850	18:63775385	31669095	"Zhu Z"
rs117552144-?	4E-8	-	NR	-	-	-	GNA15	"Atopic asthma"	"atopic asthma"	-	GCST009850	19:3136093	31669095	"Zhu Z"
rs118013485-?	2E-14	-	NR	-	-	-	CEBPA,SLC7A10	"Atopic asthma"	"atopic asthma"	-	GCST009850	19:33235671	31669095	"Zhu Z"
rs2766666-?	4E-10	-	NR	-	-	-	Y_RNA,ZNF217	"Atopic asthma"	"atopic asthma"	-	GCST009850	20:53555602	31669095	"Zhu Z"
rs2834787-?	3E-8	-	NR	-	-	-	RUNX1	"Atopic asthma"	"atopic asthma"	-	GCST009850	21:35130261	31669095	"Zhu Z"
rs12420744-?	2E-14	-	NR	-	-	-	GVQW3	"Atopic asthma"	"atopic asthma"	-	GCST009850	11:76402977	31669095	"Zhu Z"
rs12718488-?	2E-8	-	NR	-	-	-	LRRC32,LINC02757	"Atopic asthma"	"atopic asthma"	-	GCST009850	11:76655646	31669095	"Zhu Z"
rs2213020-?	1E-13	-	NR	-	-	-	THAP12,LINC02761	"Atopic asthma"	"atopic asthma"	-	GCST009850	11:76323657	31669095	"Zhu Z"
rs1892954-?	9E-11	-	NR	-	-	-	EMSY,LINC02757	"Atopic asthma"	"atopic asthma"	-	GCST009850	11:76561595	31669095	"Zhu Z"
rs60748394-?	1E-9	-	NR	-	-	-	LINC02757,EMSY	"Atopic asthma"	"atopic asthma"	-	GCST009850	11:76556723	31669095	"Zhu Z"
rs2618070-?	2E-8	-	NR	-	-	-	LINC02761,THAP12	"Atopic asthma"	"atopic asthma"	-	GCST009850	11:76324763	31669095	"Zhu Z"
rs705699-?	4E-16	-	NR	-	-	-	RAB5B	"Atopic asthma"	"atopic asthma"	-	GCST009850	12:55991020	31669095	"Zhu Z"
rs3024971-?	3E-24	-	NR	-	-	-	STAT6	"Atopic asthma"	"atopic asthma"	-	GCST009850	12:57099944	31669095	"Zhu Z"
rs17547610-?	1E-15	-	NR	-	-	-	LRP1	"Atopic asthma"	"atopic asthma"	-	GCST009850	12:57136558	31669095	"Zhu Z"
rs3122929-?	4E-25	-	NR	-	-	-	STAT6	"Atopic asthma"	"atopic asthma"	-	GCST009850	12:57115319	31669095	"Zhu Z"
rs61946386-?	1E-8	-	NR	-	-	-	RPL12P33,HNF1A-AS1	"Atopic asthma"	"atopic asthma"	-	GCST009850	12:120926222	31669095	"Zhu Z"
rs62623446-?	2E-10	-	NR	-	-	-	TESPA1	"Atopic asthma"	"atopic asthma"	-	GCST009850	12:54974507	31669095	"Zhu Z"
rs7325747-?	8E-12	-	NR	-	-	-	UBAC2	"Atopic asthma"	"atopic asthma"	-	GCST009850	13:99377678	31669095	"Zhu Z"
rs8008961-?	2E-14	-	NR	-	-	-	RAD51B	"Atopic asthma"	"atopic asthma"	-	GCST009850	14:68285926	31669095	"Zhu Z"
rs10152595-?	9E-14	-	NR	-	-	-	SMAD3	"Atopic asthma"	"atopic asthma"	-	GCST009850	15:67183150	31669095	"Zhu Z"
rs8043253-?	3E-10	-	NR	-	-	-	EXD1	"Atopic asthma"	"atopic asthma"	-	GCST009850	15:41211532	31669095	"Zhu Z"
rs12440111-?	2E-8	-	NR	-	-	-	ITPKA,RTF1	"Atopic asthma"	"atopic asthma"	-	GCST009850	15:41490523	31669095	"Zhu Z"
rs34986765-?	6E-14	-	NR	-	-	-	RORA	"Atopic asthma"	"atopic asthma"	-	GCST009850	15:60777002	31669095	"Zhu Z"
