riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs7482891-?	7E-11	-	NR	-	-	-	ASCL2,MIR4686	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	11:2175882	30595370	"Kichaev G"
rs231362-?	1E-9	-	NR	-	-	-	KCNQ1,KCNQ1OT1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	11:2670241	30595370	"Kichaev G"
rs2237895-?	3E-23	-	NR	-	-	-	KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	11:2835964	30595370	"Kichaev G"
rs2074314-?	2E-12	-	NR	-	-	-	KCNJ11,ABCC8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	11:17390274	30595370	"Kichaev G"
rs2510078-?	6E-9	-	NR	-	-	-	LTBP3,ZNRD2-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	11:65564802	30595370	"Kichaev G"
rs11602873-?	3E-17	-	NR	-	-	-	ARAP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	11:72749717	30595370	"Kichaev G"
rs10830963-?	2E-16	-	NR	-	-	-	MTNR1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	11:92975544	30595370	"Kichaev G"
rs76895963-?	2E-31	-	NR	-	-	-	CCND2,CCND2-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	12:4275678	30595370	"Kichaev G"
rs2258238-?	1E-12	-	NR	-	-	-	HMGA2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	12:65827280	30595370	"Kichaev G"
rs7968902-?	2E-9	-	NR	-	-	-	HMGA2,MIR6074	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	12:65969290	30595370	"Kichaev G"
rs1169299-?	2E-8	-	NR	-	-	-	HNF1A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	12:120991391	30595370	"Kichaev G"
rs7988007-?	5E-8	-	NR	-	-	-	RNY4P29,LINC00374	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	13:58414137	30595370	"Kichaev G"
rs1215468-?	2E-19	-	NR	-	-	-	SPRY2,LINC01080	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	13:80133294	30595370	"Kichaev G"
rs4287436-?	9E-9	-	NR	-	-	-	LINC00370	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	13:109288515	30595370	"Kichaev G"
rs34715063-?	2E-13	-	NR	-	-	-	LINC02694,RASGRP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	15:38580914	30595370	"Kichaev G"
rs4686471-?	1E-11	-	NR	-	-	-	LINC01991,LPP-AS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	3:188023111	30595370	"Kichaev G"
rs56337234-?	2E-10	-	NR	-	-	-	FGFR3,TACC3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	4:1782676	30595370	"Kichaev G"
rs1801212-?	3E-18	-	NR	-	-	-	WFS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	4:6300792	30595370	"Kichaev G"
rs28690107-?	1E-7	-	NR	-	-	-	MTND3P22,ANKRD20A17P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	4:49309067	30595370	"Kichaev G"
rs6885132-?	3E-13	-	NR	-	-	-	ANKH	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	5:14767983	30595370	"Kichaev G"
rs9686661-?	3E-11	-	NR	-	-	-	C5orf67	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	5:56565959	30595370	"Kichaev G"
rs72783884-?	4E-9	-	NR	-	-	-	PAM	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	5:102912212	30595370	"Kichaev G"
rs115505614-?	4E-16	-	NR	-	-	-	GIN1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	5:103087264	30595370	"Kichaev G"
rs9379084-?	2E-15	-	NR	-	-	-	RREB1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	6:7231610	30595370	"Kichaev G"
rs7756992-?	5E-31	-	NR	-	-	-	CDKAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	6:20679478	30595370	"Kichaev G"
rs4715207-?	1E-11	-	NR	-	-	-	TFAP2B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	6:50841565	30595370	"Kichaev G"
rs11759026-?	7E-12	-	NR	-	-	-	MIR588,CENPW	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	6:126470949	30595370	"Kichaev G"
rs3383-?	2E-8	-	NR	-	-	-	HIVEP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	6:142751904	30595370	"Kichaev G"
rs11763876-?	7E-8	-	NR	-	-	-	C1GALT1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	7:7210116	30595370	"Kichaev G"
rs10228456-?	1E-14	-	NR	-	-	-	AGMO,GTF3AP5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	7:15024301	30595370	"Kichaev G"
rs860262-?	2E-18	-	NR	-	-	-	JAZF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	7:28154778	30595370	"Kichaev G"
rs4729854-?	3E-10	-	NR	-	-	-	FAM185A,RASA4DP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	7:102743216	30595370	"Kichaev G"
rs6951280-?	8E-8	-	NR	-	-	-	DOCK4	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	7:111746160	30595370	"Kichaev G"
rs10260148-?	6E-9	-	NR	-	-	-	KLF14,LINC-PINT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	7:130746210	30595370	"Kichaev G"
rs1182395-?	3E-8	-	NR	-	-	-	UBE3C	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	7:157240230	30595370	"Kichaev G"
rs508419-?	2E-15	-	NR	-	-	-	ANK1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	8:41665473	30595370	"Kichaev G"
rs1320164-?	2E-9	-	NR	-	-	-	NDUFAF6,TP53INP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	8:94948539	30595370	"Kichaev G"
rs3802177-?	2E-24	-	NR	-	-	-	SLC30A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	8:117172786	30595370	"Kichaev G"
rs12719778-?	8E-8	-	NR	-	-	-	ARHGAP39	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	8:144654498	30595370	"Kichaev G"
rs10974438-?	5E-9	-	NR	-	-	-	GLIS3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	9:4291928	30595370	"Kichaev G"
rs7166281-?	1E-7	-	NR	-	-	-	IMP3,SNUPN	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	15:75635851	30595370	"Kichaev G"
rs12910361-?	1E-11	-	NR	-	-	-	LINGO1,HMG20A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	15:77489993	30595370	"Kichaev G"
rs8031576-?	2E-9	-	NR	-	-	-	ARPIN-AP3S2,AP3S2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	15:89836982	30595370	"Kichaev G"
rs9931702-?	4E-8	-	NR	-	-	-	AKTIP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	16:53492639	30595370	"Kichaev G"
rs1421085-?	4E-29	-	NR	-	-	-	FTO	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	16:53767042	30595370	"Kichaev G"
rs244420-?	7E-10	-	NR	-	-	-	NFAT5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	16:69624093	30595370	"Kichaev G"
rs72802365-?	4E-14	-	NR	-	-	-	CTRB2,CTRB1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	16:75212137	30595370	"Kichaev G"
rs2278524-?	2E-8	-	NR	-	-	-	ANKFY1,CYB5D2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	17:4178680	30595370	"Kichaev G"
rs7501939-?	2E-17	-	NR	-	-	-	HNF1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	17:37741165	30595370	"Kichaev G"
rs35895680-?	7E-8	-	NR	-	-	-	IGF2BP1,GIP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	17:48982960	30595370	"Kichaev G"
rs12967878-?	3E-11	-	NR	-	-	-	RPS3AP49,RNU4-17P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	18:60159337	30595370	"Kichaev G"
rs2303700-?	2E-9	-	NR	-	-	-	MAP2K7	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	19:7911644	30595370	"Kichaev G"
rs10420309-?	2E-13	-	NR	-	-	-	EML2,RN7SL836P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	19:45646924	30595370	"Kichaev G"
rs7274168-?	6E-9	-	NR	-	-	-	CHMP4B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	20:33848172	30595370	"Kichaev G"
rs1800961-?	2E-11	-	NR	-	-	-	HNF4A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST007077	20:44413724	30595370	"Kichaev G"
rs7766070-A	9E-9	-	0.29	1.38	-	[1.24-1.54]	CDKAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	6:20686342	25483131	"Ghassibe-Sabbagh M"
rs1873747-T	4E-6	-	0.13	1.41	-	[1.22-1.63]	ROR2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	9:91633578	25483131	"Ghassibe-Sabbagh M"
rs34872471-C	8E-8	-	0.40	1.32	-	[1.19-1.46]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	10:112994312	25483131	"Ghassibe-Sabbagh M"
rs275856-T	1E-6	-	0.11	1.51	-	[1.28-1.77]	OSBPL1A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	18:24259188	25483131	"Ghassibe-Sabbagh M"
rs73954691-G	3E-6	-	0.98	2.6	-	[1.74-3.88]	LIMS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	2:127663671	25483131	"Ghassibe-Sabbagh M"
rs35209784-T	5E-6	-	0.01	3.57	-	[1.92-6.25]	DAAM1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002718	14:59285112	25483131	"Ghassibe-Sabbagh M"
rs6808574-C	6E-9	-	NR	1.07	-	[1.04-1.09]	LINC01991,LPP-AS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	3:188022735	24509480	"Mahajan A"
rs2284219-T	8E-6	-	NR	1.05	-	[1.03-1.08]	CRHR2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	7:30674820	24509480	"Mahajan A"
rs319598-C	2E-6	-	NR	1.05	-	[1.03-1.07]	TXNDC15,PCBD2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	5:134904545	24509480	"Mahajan A"
rs2812533-C	5E-6	-	NR	1.07	-	[1.04-1.09]	RPL5P26,LINC02651	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:69692529	24509480	"Mahajan A"
rs10788575-A	9E-6	-	NR	1.06	-	[1.03-1.08]	PTEN,MED6P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:88008827	24509480	"Mahajan A"
rs7041847-A	5E-6	-	0.5	1.05	-	[1.01-1.09]	GLIS3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	9:4287466	24509480	"Mahajan A"
rs12899811-G	6E-7	-	0.3	1.09	-	[1.04-1.13]	VPS33B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	15:91000846	24509480	"Mahajan A"
rs516946-C	2E-7	-	0.77	1.1	-	[1.06-1.15]	ANK1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	8:41661730	24509480	"Mahajan A"
rs7845219-T	6E-8	-	0.53	1.08	-	[1.04-1.12]	NDUFAF6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	8:94925274	24509480	"Mahajan A"
rs3802177-G	2E-18	-	0.7	1.16	-	[1.11-1.22]	SLC30A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	8:117172786	24509480	"Mahajan A"
rs163184-G	2E-14	-	0.5	1.09	-	[1.04-1.13]	KCNQ1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	11:2825839	24509480	"Mahajan A"
rs12970134-A	3E-8	-	0.27	1.08	-	[1.03-1.12]	RNU4-17P,MC4R	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	18:60217517	24509480	"Mahajan A"
rs6813195-C	4E-14	-	NR	1.08	-	[1.06-1.10]	TMEM154,RPS3AP18	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	4:152599323	24509480	"Mahajan A"
rs9502570-A	1E-9	-	NR	1.06	-	[1.04-1.08]	RREB1,SSR1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:7258384	24509480	"Mahajan A"
rs17106184-G	4E-9	-	NR	1.1	-	[1.07-1.14]	FAF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	1:50444313	24509480	"Mahajan A"
rs3132524-G	4E-9	-	NR	1.07	-	[1.04-1.09]	POU5F1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:31168937	24509480	"Mahajan A"
rs702634-A	7E-9	-	NR	1.06	-	[1.04-1.09]	ARL15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	5:53975590	24509480	"Mahajan A"
rs1727313-C	1E-8	-	NR	1.06	-	[1.04-1.08]	MPHOSPH9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	12:123156306	24509480	"Mahajan A"
rs10510110-C	1E-7	-	NR	1.05	-	[1.03-1.07]	ARMS2,PLEKHA1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:122432914	24509480	"Mahajan A"
rs10190052-C	2E-7	-	NR	1.07	-	[1.04-1.10]	TMEM18,LINC01875	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	2:646674	24509480	"Mahajan A"
rs8108269-G	5E-6	-	0.3	1.06	-	[1.02-1.11]	GIPR,RN7SL836P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	19:45655255	24509480	"Mahajan A"
rs9472138-T	2E-7	-	NR	1.06	-	[1.04-1.08]	VEGFA,LINC02537	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:43844025	24509480	"Mahajan A"
rs1359790-G	6E-6	-	0.73	1.1	-	[1.05-1.14]	LINC01080,SPRY2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	13:80143021	24509480	"Mahajan A"
rs9936385-C	1E-12	-	0.39	1.13	-	[1.09-1.18]	FTO	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	16:53785257	24509480	"Mahajan A"
rs4273712-G	3E-6	-	NR	1.05	-	[1.03-1.07]	YAP1P3,PRELID1P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:126643364	24509480	"Mahajan A"
rs6937795-A	7E-6	-	NR	1.04	-	[1.02-1.06]	RPL35AP3,Y_RNA	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:136970143	24509480	"Mahajan A"
rs1561927-C	1E-7	-	NR	1.06	-	[1.04-1.09]	LINC00824	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	8:128555832	24509480	"Mahajan A"
rs7903146-T	8E-75	-	0.3	1.4	-	[1.35-1.46]	TCF7L2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:112998590	24509480	"Mahajan A"
rs7756992-G	2E-26	-	0.26	1.2	-	[1.16-1.25]	CDKAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:20679478	24509480	"Mahajan A"
rs3923113-A	2E-6	-	0.61	1.04	-	[1.00-1.09]	GRB14,COBLL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	2:164645339	24509480	"Mahajan A"
rs17791513-A	3E-8	-	0.93	1.21	-	[1.13-1.31]	CHCHD2P9,KRT18P24	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	9:79290675	24509480	"Mahajan A"
rs1111875-C	3E-19	-	0.58	1.15	-	[1.11-1.19]	HHEX,Y_RNA	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:92703125	24509480	"Mahajan A"
rs11257655-T	3E-9	-	0.23	1.06	-	[1.01-1.11]	CDC123,RN7SL198P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	10:12265895	24509480	"Mahajan A"
rs1552224-A	1E-7	-	0.83	1.13	-	[1.08-1.19]	ARAP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	11:72722053	24509480	"Mahajan A"
rs7612463-C	7E-9	-	0.87	1.1	-	[1.04-1.16]	UBE2E2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	3:23294959	24509480	"Mahajan A"
rs849135-G	2E-9	-	0.52	1.12	-	[1.08-1.17]	JAZF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	7:28156794	24509480	"Mahajan A"
rs5215-C	3E-11	-	0.38	1.08	-	[1.04-1.12]	KCNJ11	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	11:17387083	24509480	"Mahajan A"
rs17168486-T	3E-7	-	0.19	1.13	-	[1.07-1.19]	DGKB	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	7:14858657	24509480	"Mahajan A"
rs1535500-T	8E-6	-	0.59	1.13	-	[1.08-1.19]	KCNK16	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	6:39316274	24509480	"Mahajan A"
rs16861329-C	9E-6	-	0.85	1.03	-	[0.96-1.10]	ST6GAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	3:186948673	24509480	"Mahajan A"
rs10830963-G	2E-7	-	0.27	1.11	-	[1.06-1.16]	MTNR1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	11:92975544	24509480	"Mahajan A"
rs2075423-G	2E-6	-	0.66	1.08	-	[1.04-1.12]	PROX1-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	1:213981376	24509480	"Mahajan A"
rs4812829-A	5E-8	-	0.16	1.07	-	[1.01-1.12]	HNF4A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	20:44360627	24509480	"Mahajan A"
rs10507349-G	2E-7	-	NR	1.06	-	[1.04-1.08]	RNF6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	13:26207391	24509480	"Mahajan A"
rs2261181-T	4E-8	-	0.09	1.16	-	[1.10-1.23]	RPSAP52	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	12:65818538	24509480	"Mahajan A"
rs7795991-G	7E-7	-	NR	1.05	-	[1.03-1.07]	RBMX2P4,ETV1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	7:13861106	24509480	"Mahajan A"
rs2028299-C	5E-7	-	0.29	1.04	-	[1.00-1.09]	AP3S2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	15:89831025	24509480	"Mahajan A"
rs2820446-C	2E-6	-	NR	1.05	-	[1.03-1.07]	ZC3H11B,LYPLAL1-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	1:219575476	24509480	"Mahajan A"
rs4402960-T	1E-17	-	0.31	1.13	-	[1.09-1.17]	IGF2BP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	3:185793899	24509480	"Mahajan A"
rs1801282-C	6E-10	-	0.88	1.16	-	[1.10-1.23]	PPARG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	3:12351626	24509480	"Mahajan A"
rs4430796-G	9E-10	-	0.53	1.13	-	[1.07-1.09]	HNF1B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	17:37738049	24509480	"Mahajan A"
rs10811661-T	1E-27	-	0.82	1.18	-	[1.13-1.24]	CDKN2B-AS1,DMRTA1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	9:22134095	24509480	"Mahajan A"
rs12427353-G	4E-6	-	0.77	1.12	-	[1.07-1.18]	HNF1A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	12:120989098	24509480	"Mahajan A"
rs10842994-C	8E-6	-	0.8	1.09	-	[1.04-1.13]	PTHLH,RN7SKP15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	12:27812217	24509480	"Mahajan A"
rs7163757-C	4E-6	-	0.56	1.06	-	[1.02-1.11]	NPM1P47,C2CD4B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	15:62099409	24509480	"Mahajan A"
rs243088-T	3E-6	-	0.46	1.09	-	[1.04-1.13]	MIR4432HG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	2:60341610	24509480	"Mahajan A"
rs4458523-G	2E-9	-	0.59	1.09	-	[1.06-1.13]	WFS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	4:6288259	24509480	"Mahajan A"
rs2796441-G	2E-6	-	0.63	1.07	-	[1.03-1.12]	TLE1-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	9:81694033	24509480	"Mahajan A"
rs2943640-C	7E-9	-	0.63	1.09	-	[1.05-1.13]	NYAP2,MIR5702	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST002352	2:226228869	24509480	"Mahajan A"
